,polarity,date,tweet,tweet_processed,tweet_processed2
387,negatif,,"Aujourd'hui en ce jour de #grève30décembre contre une #reformedesretraites inique, idéologique et anti-sociale, le @gouvernementFR n'a toujours pas publié une seule ligne budgétaire pour présenter son projet.",aujourd hui jour grève30décembre contre reformedesretraites inique idéologique anti sociale toujours publié seule ligne budgétaire présenter projet,aujourd hui jour grève30décembre contrer reformedesretraites inique idéologique anti social toujours publier seul ligne budgétaire poster projet
388,negatif,,Bonjour @@EmmanuelMacron @CCastaner Voila ce que pense un de vos proches de la liberté et de la répression en France Vous n'avez pas HONTE ? @enmarchefr @StanGuerini Retrait #reformedesretraites,bonjour voila pense proches liberté répression france honte retrait reformedesretraites,bonjour voiler penser proche liberté répression france honte retraire reformedesretraites
389,negatif,,On le lachera rien ! #reformedesretraites #retraites #greve6janvier #greve7janvier #greve8janvier etc... #SOSretraites #FoutezNousLaPaix !!! #avocats #avocat,lachera rien reformedesretraites retraites greve6janvier greve7janvier greve8janvier etc sosretraites fouteznouslapaix avocats avocat,lachera rien reformedesretraites retraiter greve6janvier greve7janvier greve8janvier etc sosretraites fouteznouslapaix avocat avocat
390,positif,,#greve30decembre #nousradiofrance &amp; #reformedesretraites,greve30decembre nousradiofrance amp reformedesretraites,greve30decembre nousradiofrance amp reformedesretraites
391,negatif,,VIDÉO Dockers de Bayonne en grève « un seul mot d’ordre : le retrait de cette réforme ! » #greve30decembre #reformedesretraites,vidéo dockers bayonne grève seul mot ordre retrait cette réforme greve30decembre reformedesretraites,vidéo docker bayonne grever seul mot ordre retraire ce réformer greve30decembre reformedesretraites
392,negatif,,"Sauf qu’en l’état actuel, tel que prévu dans le rapport Delevoye, l’état pourra à tout moment via une loi de finance remettre en cause ces concessions d’où la nécessité du retrait du projet dans sa totalité. Page 90 du rapport https://reforme-retraite.gouv.fr/IMG/pdf/retraite_01-09_leger.pdf #reformedesretraites ",sauf état actuel tel prévu rapport delevoye état pourra tout moment via loi finance remettre cause concessions où nécessité retrait projet totalité page 90 rapport reformedesretraites,sauf état actuel tel prévoir rapport delevoye état pouvoir tout moment via loi financer remettre causer concession où nécessiter retraire projet totalité page 90 rapport reformedesretraites
393,positif,,#reformedesretraites #greve30decembre,reformedesretraites greve30decembre,reformedesretraites greve30decembre
394,positif,,#greve28decembre #reformedesretraites #BoxingDaysRugby,greve28decembre reformedesretraites boxingdaysrugby,greve28decembre reformedesretraites boxingdaysrugby
395,negatif,,Dixit @lemonde mais en fait personne n’attend plus rien de ce charlatan dixit TOUT LE MONDE #giletsjaunes | #reformedesretraites : les vœux très attendus d’Emmanuel Macr,dixit fait personne attend plus rien charlatan dixit tout monde giletsjaunes reformedesretraites vœux très attendus emmanuel macr,dixit faire personne attendre plaire rien charlatan dixit tout monder giletsjaunes reformedesretraites vœux très attendu emmanuel macr
396,negatif,,#reformedesretraites Les 2 plus grosses #FakeNews des #media ces dernières années ?? 1) Xavier Dupont de Ligonnes 2) @EmmanuelMacron la start-up nation du nouveau monde,reformedesretraites plus grosses fakenews media dernières années xavier dupont ligonnes start up nation nouveau monde,reformedesretraites plaire gros fakenews media dernier année xavier dupont ligonnes start up nation nouveau monder
397,negatif,,"""la contestation contre la #reformedesretraites continue"" ",contestation contre reformedesretraites continue,contestation contrer reformedesretraites continuer
398,positif,,MARTINE BILLARD Oratrice nationale (LFI) #reformedesretraites,martine billard oratrice nationale lfi reformedesretraites,martiner billard orateur national lfi reformedesretraites
399,negatif,,"Lorsque les policiers ont voulu l'arrêter, il a pris la fuite #faitdivers #reformedesretraites #Rouen #Normandie ",lorsque policiers voulu arrêter pris fuite faitdivers reformedesretraites rouen normandie,lorsque policier vouloir arrêter prendre fuite faitdivers reformedesretraites rouen normandie
400,positif,,"La réforme des retraites, la nation-Bercy et le Président qui détient la clé de la sortie de crise.Interview ! ⁦@StephaneRozes⁩ ⁦@lamontagne_fr⁩ ⁦@EmmanuelMacron⁩ #reformedesretraites ",réforme retraites nation bercy président détient clé sortie crise interview reformedesretraites,réformer retraiter nation bercy présider détenir clé sortir crise interview reformedesretraites
401,negatif,,Il me semble que vous mélangez deux cotisations. La somme de 77Md€ sur 15 an est bien un manque à « gagner »pour AGIRC-ARRCO car au delà des 120000€/an brut il n’y a plus de cotisations. Ce n’est d’ailleurs pas pour rien que la loi pacte est passée avant la #reformedesretraites,semble mélangez deux cotisations somme 77md 15 an bien manque gagner agirc arrco car delà 120000 an brut plus cotisations ailleurs rien loi pacte passée avant reformedesretraites,sembler mélanger deux cotisation sommer 77md 15 an bien manquer gagner agirc arrco car delà 120000 an brut plaire cotisation ailleurs rien loi pacte passer avant reformedesretraites
402,positif,,"Il y a les philosophes et les profs de philo, la transcendance (la verticalité, Jupiter) et l'immanence (le réel, la rue, le peuple, les GiletsJaunes). Élever le débat ou se taire. Bonne nuit Raphaël ! #Enthoven_R #GiletsJaunes #GreveGenerale #FiersDeLaGreve #reformedesretraites ",philosophes profs philo transcendance verticalité jupiter immanence réel rue peuple giletsjaunes élever débat taire bonne nuit raphaël enthoven_r giletsjaunes grevegenerale fiersdelagreve reformedesretraites,philosopher prof philo transcendance verticalité jupiter immanence réel ruer peupler giletsjaunes élever débattre taire bon nuire raphaël enthoven_r giletsjaunes grevegenerale fiersdelagreve reformedesretraites
403,negatif,,http://www.centpapiers.com/un-clou-chasse-lautre/ #reformedesretraites #GiletsJaunes Les casting de la macronie l'excellence dans la médiocrité,reformedesretraites giletsjaunes casting macronie excellence médiocrité,reformedesretraites giletsjaunes casting macronie excellence médiocrité
404,negatif,,#reformedesretraites « Travailler plus pour vivre moins ». Excellent dessin à la Une de @humanite_fr ce 30/12.,reformedesretraites travailler plus vivre moins excellent dessin 30 12,reformedesretraites travailler plaire vivre moins exceller dessin 30 12
405,positif,,"Alors, le retour sur investissement des très grandes fortunes ? c'est fait (isf); du medef ? c'est fait (licenciements); des assureurs? Bonne année 2020, la #reformedesretraites arrive ! #VoeuxMacron2020",alors retour investissement très grandes fortunes fait isf medef fait licenciements assureurs bonne année 2020 reformedesretraites arrive voeuxmacron2020,alors retour investissement très grand fortune faire isf medef faire licenciement assureur bon année 2020 reformedesretraites arriver voeuxmacron2020
406,positif,,"@franceculture #reformedesretraites La CGPME se lamente sur les fermetures de commerces prétendûment liées au mouvement.Mais la baisse du montant des retraites pour tous, et du pouvoir d'achat, ne va-t-elle pas, quant à elle, et à coup sûr, nuire au commerce et à l'artisanat ?",reformedesretraites cgpme lamente fermetures commerces prétendûment liées mouvement baisse montant retraites tous pouvoir achat va quant coup sûr nuire commerce artisanat,reformedesretraites cgpme lamenter fermeture commercer prétendûment lier mouvement baisser monter retraiter tout pouvoir achat aller quant coup sûr nuire commercer artisanat
407,positif,,"#reformedesretraites Il ne faudrait pas que cette bonne idée de régime universel change un système de régimes spéciaux contestables en régimes d'exceptions, tout aussi détestables",reformedesretraites faudrait cette bonne idée régime universel change système régimes spéciaux contestables régimes exceptions tout aussi détestables,reformedesretraites falloir ce bon idée régime universel changer système régime spécial contestable régime exception tout aussi détestable
408,positif,," @CCastaner, sur la #grève contre le projet de #RéformeDesRetraites : ""Il faut apaiser. Mais pour apaiser le débat, il faut vouloir concerter. Le dialogue a eu lieu, il se poursuit"".",grève contre projet réformedesretraites faut apaiser apaiser débat faut vouloir concerter dialogue lieu poursuit,grever contrer projet réformedesretraites falloir apaiser apaiser débattre falloir vouloir concerter dialoguer lieu poursuivre
409,positif,,"#reformesdesretraites : ""Le révélateur des hauts salaires"" #reformedesretraites #ReformeRetraite https://www.mediapart.fr/journal/economie/301219/reforme-des-retraites-le-revelateur-des-hauts-salaires",reformesdesretraites révélateur hauts salaires reformedesretraites reformeretraite,reformesdesretraites révélateur haut salaire reformedesretraites reformeretraite
410,positif,,Réforme des retraites : « Un minimum garanti pour réduire les pensions au maximum » Voilà le but non avoué de #Macron et d'@EPhilippePM pour la #reformedesretraites,réforme retraites minimum garanti réduire pensions maximum voilà but non avoué macron reformedesretraites,réformer retraiter minimum garantir réduire pension maximum voilà boire non avouer macron reformedesretraites
411,negatif,,"Comme le dit si bien @AndreaKotarac au nom du @RNational_off sur #LCI, la stratégie de Macron, du gouvernement, de #LREM vis-à-vis de l'opposition des Français à la #reformedesretraites : les diviser, diviser le front syndical comme le ferait un dirigeant du CAC 40. #Retraites",comme dit si bien nom lci stratégie macron gouvernement lrem vis vis opposition français reformedesretraites diviser diviser front syndical comme ferait dirigeant cac 40 retraites,comme dire si bien nom lci stratégie macron gouvernement lrem voir voir opposition français reformedesretraites diviser diviser front syndical comme faire diriger cac 40 retraiter
412,negatif,,Grevistes Requisitionnons l antenne !!! #reformedesretraites,grevistes requisitionnons antenne reformedesretraites,grevistes requisitionnons antenne reformedesretraites
413,positif,,"C'est bon: vous+moi=""on"" . Ce qui compte c'est le 1er follower...et tous ensemble nous formons la #majoritesilencieuse. #greve30decembre qui s'éternise...#marredesgrevistes. #reformedesretraites : une réforme nécessaire à la survie du système par répartition.",bon compte 1er follower tous ensemble formons majoritesilencieuse greve30decembre éternise marredesgrevistes reformedesretraites réforme nécessaire survie système répartition,bon compter 1er follower tout ensemble former majoritesilencieuse greve30decembre éterniser marredesgrevistes reformedesretraites réformer nécessaire survie système répartition
414,negatif,,Sa #démission pour apaiser le pays où un #référendum avec sa réforme détaillé pour ou contre #ReformedesRetraites,démission apaiser pays où référendum réforme détaillé contre reformedesretraites,démission apaiser pays où référendum réformer détailler contrer reformedesretraites
415,negatif,,Les grévistes ne baissent pas les bras. #TousEnsemble contre la #reformedesretraites. Grève générale.,grévistes baissent bras tousensemble contre reformedesretraites grève générale,gréviste baisser bras tousensemble contrer reformedesretraites grever général
416,negatif,,"#reformedesretraites : ""le braquage à 72 milliards€ qu'aucun média n'a vu ? #GiletsJaunes @LeMediaTV @Mediapart @deputesPCF @AQuatennens @ManonAubryFr @Fabien_Rssl",reformedesretraites braquage 72 milliards aucun média vu giletsjaunes,reformedesretraites braquage 72 milliard aucun média voir giletsjaunes
417,negatif,,@BFMTV @LCI @CNEWS #reformedesretraites Bordeaux ce matin @EmmanuelMacron retire ta réforme,reformedesretraites bordeaux matin retire réforme,reformedesretraites bordeaux matin retirer réformer
418,negatif,,Les grévistes toujours aussi déterminés dans le métro. #TousEnsemble contre la #reformedesretraites. LA FORCE DES TRAVAILLEURS C'EST LA GRÈVE !,grévistes toujours aussi déterminés métro tousensemble contre reformedesretraites force travailleurs grève,gréviste toujours aussi déterminer métro tousensemble contrer reformedesretraites forcer travailleur grever
419,negatif,,Pourquoi le peuple n’a pas confiance en l’état ?? N’est ce pas la bonne question???#GiletsJaunes #giletjaune #reformedesretraites #GILETS_JAUNES,pourquoi peuple confiance état bonne question giletsjaunes giletjaune reformedesretraites gilets_jaunes,pourquoi peupler confiance état bon question giletsjaunes giletjaune reformedesretraites gilets_jaunes
420,positif,,#greve30decembre #reformedesretraites #OperaBastille,greve30decembre reformedesretraites operabastille,greve30decembre reformedesretraites operabastille
421,positif,,Le pacifisme de #JeromeRodrigues en images https://twitter.com/marcoderouen/status/1211285431377186818?s=09 #greve30decembre #unsacdebilles pour LBD #greve30decembre #RATP #SNCF #reformedesretraites #GiletsJaunes #Acte59,pacifisme jeromerodrigues images greve30decembre unsacdebilles lbd greve30decembre ratp sncf reformedesretraites giletsjaunes acte59,pacifisme jeromerodrigues image greve30decembre unsacdebilles lbd greve30decembre ratp sncf reformedesretraites giletsjaunes acte59
422,negatif,,Blocage durant quelques heures des ports du Havre et de Rouen tandis que les voies SNCF de l'axe Caen-Paris étaient également bloquées ce matin #grève30décembre #reformedesretraites,blocage durant quelques heures ports havre rouen tandis voies sncf axe caen paris également bloquées matin grève30décembre reformedesretraites,blocage durer quelque heure port havre rouen tandis voir sncf axer caen pari également bloquer matin grève30décembre reformedesretraites
423,negatif,,On nous l’aura bien vendu le Jupiter ! Quelle arnaque ! #reformedesretraites #GiletsJaunes #GILETS_JAUNES #GilletsJaunes #GiletsJaunes,bien vendu jupiter quelle arnaque reformedesretraites giletsjaunes gilets_jaunes gilletsjaunes giletsjaunes,bien vendre jupiter quel arnaquer reformedesretraites giletsjaunes gilets_jaunes gilletsjaunes giletsjaunes
424,positif,,"Allez-vous écouter les vœux de #macron demain? Oui par conviction ou curiosité, Non car on sait d'avance ce qu'il va dire ça n'avancera à rien #giletsjaunes #réformedesretraites #réformeretraites #TF1 #France2 #France3 #BFMTV #FranceTVinfo #Franceinfo #Europe1 #Cnews",allez écouter vœux macron demain oui conviction curiosité non car sait avance va dire ça avancera rien giletsjaunes réformedesretraites réformeretraites tf1 france2 france3 bfmtv francetvinfo franceinfo europe1 cnews,aller écouter vœux macron demain oui conviction curiosité non car savoir avancer aller dire ça avancer rien giletsjaunes réformedesretraites réformeretraites tf1 france2 france3 bfmtv francetvinfo franceinfo europe1 cnews
425,negatif,,La #CGT des ouvriers portuaires bloque l'accès au Grand port maritime du #Havre #reformedesretraites #Normandie https://bit.ly/2ME8wUo,cgt ouvriers portuaires bloque accès grand port maritime havre reformedesretraites normandie,cgt ouvrier portuaire bloquer accès grand port maritime havre reformedesretraites normandie
426,negatif,,"Le #gouvernement a dû faire quelques premières concessions, alors que la grève se poursuit contre la #reformedesretraites en #France . Retour sur les points de blocage #greve30decembre",gouvernement dû faire quelques premières concessions alors grève poursuit contre reformedesretraites france retour points blocage greve30decembre,gouvernement devoir faire quelque premier concession alors grever poursuivre contrer reformedesretraites france retour point blocage greve30decembre
427,negatif,,"On bloque tout un pays pour 0,1% de personnes que représente les retraités SNCF et RATP ?! Vive la République, vive la France ! #okBOOMER #reformedesretraites ",bloque tout pays personnes représente retraités sncf ratp vive république vive france okboomer reformedesretraites,bloquer tout pays personne représenter retraiter sncf ratp vivre république vivre france okboomer reformedesretraites
428,negatif,,"Contre la #RéformeDesRetraites, une opération #péage #gratuit à #Schwindratzheim en #Alsace par des #GiletsJaunes, #cheminots, et la #CGT/#UNSA/#SudRail. #Grève #Retraite https://france3-regions.francetvinfo.fr/grand-est/bas-rhin/saverne/bas-rhin-operation-peage-gratuit-schwindratzheim-opposition-reforme-retraites-1768227.html",contre réformedesretraites opération péage gratuit schwindratzheim alsace giletsjaunes cheminots cgt unsa sudrail grève retraite,contrer réformedesretraites opération péage gratuit schwindratzheim alsace giletsjaunes cheminot cgt unsa sudrail grever retraiter
429,positif,,#Francia #France #greves #greve30decembre Se non combatti non vinci… 26° giorno di #sciopero #reformedesretraites Contro #Macron le MERDON #MacronDestitution #solidarietà al popolo francese #solidariete e #lotta,francia france greves greve30decembre non combatti non vinci 26 giorno di sciopero reformedesretraites contro macron merdon macrondestitution solidarietà al popolo francese solidariete lotta,francia france greves greve30decembre non combatti non vinci 26 giorno di sciopero reformedesretraites contro macron merdon macrondestitution solidarietà al popolo francese solidariete lotta
430,positif,,@clgiroud aux commandes des JT de #franceinfo canal 27 jusqu’à 16h Toute l’actu nationale et internationale #reformedesretraites #greve29decembre #Londres #Australie @ArnaudMoreauftv en direct de la Gare Montparnasse #franceinfo canal 27 #EtToutEstPlusClair,commandes jt franceinfo canal 27 jusqu 16h toute actu nationale internationale reformedesretraites greve29decembre londres australie direct gare montparnasse franceinfo canal 27 ettoutestplusclair,commander jt franceinfo canal 27 jusqu 16h tout actu national international reformedesretraites greve29decembre londres australie direct garer montparnasse franceinfo canal 27 ettoutestplusclair
431,negatif,,Le Mans : contre la #reformedesretraites rendez-vous mardi 31 décembre à 10h pour un rassemblement convivial et revendicatif devant la gare!,mans contre reformedesretraites rendez mardi 31 décembre 10h rassemblement convivial revendicatif devant gare,mans contrer reformedesretraites rendre mardi 31 décembre 10h rassemblement convivial revendicatif devoir garer
432,negatif,,Les vœux présidentiels et la réforme des retraites.J’en ferai l’analyse à priori aujourd’hui sur BFM de 15h à 15h45.@BFMTV @StephaneRozes @EmmanuelMacron #reformedesretraites,vœux présidentiels réforme retraites ferai analyse priori aujourd hui bfm 15h 15h45 reformedesretraites,vœux présidentiel réformer retraiter faire analyser priori aujourd hui bfm 15h 15h45 reformedesretraites
433,negatif,,Les commerces ont du mal à survivre avec 30% de chiffre d'affaire en moins. Nous aurons tous du mal à survivre avec 30% de retraite en moins. Tous unis contre la #reformedesretraites !,commerces mal survivre 30 chiffre affaire moins tous mal survivre 30 retraite moins tous unis contre reformedesretraites,commercer mal survivre 30 chiffrer affairer moins tout mal survivre 30 retraiter moins tout unir contrer reformedesretraites
434,positif,,"La #reformedesretraites serait plus équitable car elle supprime les #RegimesSpeciaux . Alors pourquoi les militaires, gendarmes, pompiers, gardiens de prison ... conservent leurs acquis ? La politique selon #Macron c’est de la com !",reformedesretraites plus équitable car supprime regimesspeciaux alors pourquoi militaires gendarmes pompiers gardiens prison conservent leurs acquis politique selon macron com,reformedesretraites plaire équitable car supprimer regimesspeciaux alors pourquoi militaire gendarme pompier gardien prison conserver leur acquérir politique selon macron com
435,positif,,"La #reformedesretraites initiale voulue par @EmmanuelMacron était bonne, aujourd'hui avec toutes les concessions faites aux corps professionnels ce n'est plus un #régime #universel mais un régime corporatiste et en trompe œil, il faut donc une suspension.",reformedesretraites initiale voulue bonne aujourd hui toutes concessions faites corps professionnels plus régime universel régime corporatiste trompe œil faut donc suspension,reformedesretraites initial voulu bon aujourd hui toute concession fait corps professionnel plaire régime universel régime corporatiste tromper œil falloir donc suspension
436,negatif,,►#Retraites : une règle…et beaucoup d'exceptions Cette émission #cdanslair est disponible en podcast audio sur 4 plateformes. Vous pouvez également la retrouver en replay sur le site de @France5tv : http://bit.ly/Retraites_R&#xE8;gle #reformedesretraites #politique #économie,retraites règle beaucoup exceptions cette émission cdanslair disponible podcast audio plateformes pouvez également retrouver replay site reformedesretraites politique économie,retraiter régler beaucoup exception ce émission cdanslair disponible podcast audio plateforme pouvoir également retrouver replay site reformedesretraites politique économie
437,negatif,,"@Elysee Il n'y a pas : ""voir des situations qui n'ont jamais été prises en compte et qui mériteraient de l'être si l'on ne veut pas continuer dans l'indécence"" policier (départ 52 ans) vs ouvrier du btp (départ 62 ans et plus) #reformedesretraites #Macron .",voir situations jamais prises compte mériteraient être si veut continuer indécence policier départ 52 ans vs ouvrier btp départ 62 ans plus reformedesretraites macron,voir situation jamais priser compter mériter être si vouloir continuer indécence policier départir 52 an vs ouvrier btp départir 62 an plaire reformedesretraites macron
438,negatif,,"Uniquement pour donner l'impression qu'il s'attaque aux riches ! Les plus gros ""salaires"" n'ont pas de salaires mais des dividendes... pourquoi ne pas s'attaquer aux dividendes ? #Macron #Reformedesretraites #Macronie #MacronDemission #Greve30decembre",uniquement donner impression attaque riches plus gros salaires salaires dividendes pourquoi attaquer dividendes macron reformedesretraites macronie macrondemission greve30decembre,uniquement donner impression attaquer riche plaire gros salaire salaire dividende pourquoi attaquer dividende macron reformedesretraites macronie macrondemission greve30decembre
439,positif,,"Eurodéputée @placepublique_ , @AuroreLalucq éclairante, posée, ferme sur @franceinter ce matin #reformedesretraites ",eurodéputée éclairante posée ferme matin reformedesretraites,eurodéputée éclairant poser fermer matin reformedesretraites
440,negatif,,Coucou @ericbrunet @GG_RMC Allez je redonne à 3 chiffre pour la #caisseDeGreve Merci de m’avoir motivé #FiersDeLaGreve One ne lâchera RIEN jusqu’au RETRAIT de cette #reformedesretraites Nota bene : lisez les messages de soutiens de la cagnotte,coucou allez redonne chiffre caissedegreve merci avoir motivé fiersdelagreve one lâchera rien jusqu retrait cette reformedesretraites nota bene lisez messages soutiens cagnotte,coucou aller redonner chiffrer caissedegreve merci avoir motiver fiersdelagreve one lâcher rien jusqu retraire ce reformedesretraites noter bene lire message soutien cagnotte
441,negatif,,"A Taché #LREM a déclaré c'est une ""grande et belle #reformedesretraites universelle, où les salariés et agriculteurs verront avocats ou cheminots cotiser avec eux""..Mais sans les sénateurs, pilotes de ligne comme #Djebbari, militaires... #Retraites #greve",taché lrem déclaré grande belle reformedesretraites universelle où salariés agriculteurs verront avocats cheminots cotiser sans sénateurs pilotes ligne comme djebbari militaires retraites greve,tacher lrem déclarer grand beau reformedesretraites universel où salarier agriculteur voir avocat cheminot cotiser sans sénateur piloter ligne comme djebbari militaire retraiter greve
442,negatif,,https://www.humanite.fr/reforme-lage-pivot-64-ans-trappe-precarite-des-seniors-682418 Aggravation de la pauvreté Espérance de vie qui stagne L'Humanité reprend les principaux arguments pour s'opposer à la #reformedesretraites,aggravation pauvreté espérance vie stagne humanité reprend principaux arguments opposer reformedesretraites,aggravation pauvreté espérance vie stagner humanité reprendre principal argument opposer reformedesretraites
443,positif,," @CCastaner, sur la #grève contre le projet de #RéformeDesRetraites : ""Il faut apaiser. Mais pour apaiser le débat, il faut vouloir concerter. Le dialogue a eu lieu, il se poursuit"". #CVFDB avec @Tof_Beaugrand sur #La26.",grève contre projet réformedesretraites faut apaiser apaiser débat faut vouloir concerter dialogue lieu poursuit cvfdb la26,grever contrer projet réformedesretraites falloir apaiser apaiser débattre falloir vouloir concerter dialoguer lieu poursuivre cvfdb la26
444,negatif,,Réforme des retraites : barrage filtrant dans la zone portuaire de Bassens en #Gironde #reformedesretraites #greve30decembre https://www.francebleu.fr/infos/faits-divers-justice/reforme-des-retraires-barrage-filtrant-dans-la-zone-portuaire-de-bassens-en-gironde-1577701521,réforme retraites barrage filtrant zone portuaire bassens gironde reformedesretraites greve30decembre,réformer retraiter barrage filtrer zone portuaire bassens girond reformedesretraites greve30decembre
445,positif,,"Coucou @JulienBargeton l'irresponsabilité, vous êtes sûr qu'elle vient de syndicats ? #reformedesretraites https://twitter.com/LCI/status/1211576526409523201",coucou irresponsabilité sûr vient syndicats reformedesretraites,coucou irresponsabilité sûr venir syndicat reformedesretraites
446,negatif,,"La grande avancée de la #reformedesretraites voulue par #Macron: le minimum de #Retraites de 1 000€ est proche de la situation actuelle, mais la baisse des pensions va conduire bien plus de personnes à toucher ce minimum. Tous pauvres ? #LREM #greve",grande avancée reformedesretraites voulue macron minimum retraites 000 proche situation actuelle baisse pensions va conduire bien plus personnes toucher minimum tous pauvres lrem greve,grand avancer reformedesretraites voulu macron minimum retraiter 000 proche situation actuel baisser pension aller conduire bien plaire personne toucher minimum tout pauvre lrem greve
447,negatif,,"A propos d'enfants, sortez donc de votre propre bulle, voyez plus loin que votre nombril, c'est justement pour nos enfants que la grève est faite, pour ces générations que la #reformedesretraites ne doit pas se faire telle qu'elle est présentée actuellement par le gouvernement.",propos enfants sortez donc propre bulle voyez plus loin nombril justement enfants grève faite générations reformedesretraites doit faire telle présentée actuellement gouvernement,propos enfant sortir donc propre buller voir plaire loin nombril justement enfant grever fait génération reformedesretraites devoir faire tel présenter actuellement gouvernement
448,negatif,,"@ManonAubryFr et les régimes spéciaux ( ratp, cheminots) à 60ans? Ou l'inégalité demeure ? Oui à la #réformedesretraites. En baissant les salaires des députés, des ministres ? Et les retraites des ministres, députés,...?",régimes spéciaux ratp cheminots 60ans inégalité demeure oui réformedesretraites baissant salaires députés ministres retraites ministres députés,régime spécial ratp cheminot 60ans inégalité demeurer oui réformedesretraites baisser salaire députer ministre retraiter ministre députer
449,positif,,"Dessin de Livingstone pour Mazette ! (Magazine d'humour satirique, numérique, plein de BD, dessins de presse, articles/podcasts, vidéos, musique et jeux. Sans pub et sur abonnement) https://mazette.media #reformedesretraites #CGT #pietraszewki #philippemartinez",dessin livingstone mazette magazine humour satirique numérique plein bd dessins presse articles podcasts vidéos musique jeux sans pub abonnement reformedesretraites cgt pietraszewki philippemartinez,dessin livingstone mazette magazine humour satirique numérique plein bd dessin presser article podcasts vidéo musiquer jeu sans pub abonnement reformedesretraites cgt pietraszewki philippemartinez
450,negatif,,Le #CGT est un syndicat qui défend les travailleurs sur le terrain tout en rejetant la destruction du code du travail ou la #RéformeDesRetraites. Les propos de @Djebbari_JB sont honteux et irrespectueux de tous ceux qui font grève. #Grève30Décembre,cgt syndicat défend travailleurs terrain tout rejetant destruction code travail réformedesretraites propos honteux irrespectueux tous ceux font grève grève30décembre,cgt syndicat défendre travailleur terrain tout rejeter destruction coder travail réformedesretraites propos honteux irrespectueux tout celui faire grever grève30décembre
451,negatif,,"Hey #LREM c'est bientôt les #soldes profitez-en pour vous acheter un cerveau, vous ne serez pas plus intelligent, mais juste un peu moins con sur les plateaux tv. #Macron #GiletsJaunes #greve30decembre #reformedesretraites #BFMTV @LaREM_AN #SNCF #RATP",hey lrem bientôt soldes profitez acheter cerveau plus intelligent juste peu moins con plateaux tv macron giletsjaunes greve30decembre reformedesretraites bfmtv sncf ratp,hey lrem bientôt solder profiter acheter cerveau plaire intelligent juste peu moins con plateau tv macron giletsjaunes greve30decembre reformedesretraites bfmtv sncf ratp
452,negatif,,"BNF, bibliothèques universitaires... l'appel à la grève de centaines de bibliothécaires https://www.huffingtonpost.fr/entry/lappel-a-la-greve-de-centaine-de-bibliothecaires_fr_5e08f1fac5b6b5a713afe0ae?ncid=other_twitter_cooo9wqtham&amp;utm_campaign=share_twitter #reformedesretraites #MACRON #BFMTV #LCI #cnews #franceinter #Franceculture #franceinfo #LCP #france2 #tf1 #france5 #France #ratp",bnf bibliothèques universitaires appel grève centaines bibliothécaires reformedesretraites macron bfmtv lci cnews franceinter franceculture franceinfo lcp france2 tf1 france5 france ratp,bnf bibliothèque universitaire appel grever centaine bibliothécaire reformedesretraites macron bfmtv lci cnews franceinter franceculture franceinfo lcp france2 tf1 france5 france ratp
453,negatif,,Un ancien ami de #macron vous parle de notre pays la #France. #reformedesretraites #MACRON #BFMTV #LCI #cnews #franceinter #Franceculture #franceinfo #LCP #france2 #tf1 #france5 #France #ratp #sncf #stevecanico,ancien ami macron parle pays france reformedesretraites macron bfmtv lci cnews franceinter franceculture franceinfo lcp france2 tf1 france5 france ratp sncf stevecanico,ancien ami macron parler pays france reformedesretraites macron bfmtv lci cnews franceinter franceculture franceinfo lcp france2 tf1 france5 france ratp sncf stevecanico
454,negatif,,Et quand est-ce que l’on parle de ce que coûte aujourd’hui le régime de la SNCF et la RATP ? On pourrait aussi envisager une grève de ceux qui payent leur pension non ? #okBOOMER #reformedesretraites,quand parle coûte aujourd hui régime sncf ratp pourrait aussi envisager grève ceux payent pension non okboomer reformedesretraites,quand parler coûter aujourd hui régime sncf ratp pouvoir aussi envisager grever celui payer pension non okboomer reformedesretraites
455,positif,,D'autres mots d'autres idées pour la #reformedesretraites #GiletsJaunes #Sociales @SocialeAlim #Salaireétudiant @MinSoliSante @ReseauSalariat #solidaire @Economie_Gouv https://m.facebook.com/story.php?story_fbid=511363249475833&amp;id=100018064873485&amp;fs=1&amp;focus_composer=0,autres mots autres idées reformedesretraites giletsjaunes sociales salaireétudiant solidaire,autre mot autre idée reformedesretraites giletsjaunes social salaireétudiant solidaire
456,positif,,#portuaires #CGT #reformedesretraites #bassens,portuaires cgt reformedesretraites bassens,portuaire cgt reformedesretraites bassens
457,positif,,"Eh les chaînes info dont @franceinfo, un régime universel n'est pas un régime unique !! #reformedesretraites",eh chaînes info dont régime universel régime unique reformedesretraites,eh chaîner info dont régime universel régime unique reformedesretraites
458,positif,,"Très complet, bravo :) #reformedesretraites #Journalisme #Médias #Presse",très complet bravo reformedesretraites journalisme médias presse,très complet bravo reformedesretraites journalisme média presser
459,positif,,"Et si on regardait comment sont les retraites de nos voisins européens, plutôt que la volonté de quelques-uns de ne pas perdre d’acquis sociaux du passé ! #reformedesretraites #age_equilibre",si regardait comment retraites voisins européens plutôt volonté quelques uns perdre acquis sociaux passé reformedesretraites age_equilibre,si regarder comment retraiter voisin européen plutôt volonté quelque un perdre acquérir social passer reformedesretraites age_equilibre
